gene1	gene2	jaccard	n_loss_gene1	n_loss_gene2
FOXH1	FOXD3	1	36	36
FOXH1	FOXD4L1	1	36	36
FOXH1	FOXE3	1	36	36
FOXH1	FOXI1	1	36	36
FOXH1	FOXJ2	1	36	36
ZSCAN31	ZSCAN12	1	23	23
OR8A1	OR5H15	1	17	17
OR8A1	OR5K3	1	17	17
OR8A1	OR5K4	1	17	17
OR8A1	OR6C65	1	17	17
OR8A1	OR6C68	1	17	17
ZSCAN31	ZNF24	1	23	23
ZSCAN31	ZNF396	1	23	23
ZSCAN31	ZNF165	1	23	23
ZSCAN31	ZSCAN21	1	23	23
ZSCAN31	ZSCAN16	1	23	23
OR8A1	OR5H14	1	17	17
ZSCAN31	ZSCAN9	1	23	23
ZSCAN12	ZSCAN9	1	23	23
ZSCAN12	ZNF24	1	23	23
ZSCAN12	ZNF396	1	23	23
ZSCAN12	ZNF165	1	23	23
ZSCAN12	ZSCAN21	1	23	23
ZSCAN12	ZSCAN16	1	23	23
OR8A1	OR2J2	1	17	17
OR8A1	OR2B2	1	17	17
OR8A1	OR2G6	1	17	17
OR8A1	OR2W1	1	17	17
OR8A1	OR6J1	1	17	17
OR8A1	OR10J4	1	17	17
OR8A1	OR2J1	1	17	17
OR8A1	OR3A1	1	17	17
OR8A1	OR3A2	1	17	17
OR8A1	OR6A2	1	17	17
OR8A1	OR5F1	1	17	17
OR8A1	OR5I1	1	17	17
OR8A1	OR6C3	1	17	17
OR8A1	OR8U8	1	17	17
OR8A1	OR8U9	1	17	17
OR8A1	OR6P1	1	17	17
OR8A1	OR2AP1	1	17	17
OR8A1	putative olfactory receptor 8G2	1	17	17
OR8A1	OR2H1	1	17	17
OR8A1	OR5AL1	1	17	17
OR8A1	OR6C70	1	17	17
OR8A1	OR11G2	1	17	17
RASSF1	RASSF5	1	23	23
FEM1A	FEM1C	1	31	31
FAM76A	FAM76B	1	41	41
ZSCAN23	ZNF397	1	23	23
ZSCAN23	ZSCAN31	1	23	23
ZSCAN23	ZSCAN12	1	23	23
CNKSR2	CNKSR1	1	16	16
CNKSR2	CNKSR3	1	16	16
DVL2	DVL3	1	26	26
RASSF1	RASSF3	1	23	23
FEM1B	FEM1C	1	31	31
RASSF3	RASSF5	1	23	23
TP53BP2	PPP1R13L	1	17	17
TP53BP2	PPP1R13B	1	17	17
PPP1R13L	PPP1R13B	1	17	17
WDR87	WDR97	1	35	35
OR8B12	OR8G5	1	17	17
ANKRD17	ANKHD1-EIF4EBP3	1	17	17
CHIC1	CHIC2	1	27	27
ENOX1	ENOX2	1	26	26
ZNF397	ZSCAN16	1	23	23
OR8A1	OR6C2	1	17	17
OR8A1	OR5AC2	1	17	17
OR8A1	OR2C3	1	17	17
ZNF397	ZSCAN12	1	23	23
ZNF397	ZSCAN9	1	23	23
ZNF397	ZNF24	1	23	23
ZNF397	ZNF396	1	23	23
ZNF397	ZNF165	1	23	23
ZNF397	ZSCAN21	1	23	23
OR8A1	OR10C1	1	17	17
ZNF397	ZSCAN31	1	23	23
ZSCAN23	ZSCAN9	1	23	23
ZSCAN23	ZNF24	1	23	23
ZSCAN23	ZNF396	1	23	23
ZSCAN23	ZNF165	1	23	23
ZSCAN23	ZSCAN21	1	23	23
ZSCAN23	ZSCAN16	1	23	23
CNKSR1	CNKSR3	1	16	16
FEM1B	FEM1A	1	31	31
OR6Y1	OR3A1	1	17	17
OR6Y1	OR2C1	1	17	17
OR6Y1	OR3A3	1	17	17
OR6Y1	OR8B8	1	17	17
OR6Y1	OR11A1	1	17	17
OR6Y1	OR10C1	1	17	17
OR6Y1	OR5AL1	1	17	17
OR6Y1	OR6J1	1	17	17
OR6Y1	OR10J4	1	17	17
OR6Y1	OR2J1	1	17	17
OR6Y1	OR2A5	1	17	17
OR6Y1	OR3A2	1	17	17
OR6Y1	OR6A2	1	17	17
OR6Y1	OR5F1	1	17	17
ZNF165	ZSCAN21	1	23	23
ZNF165	ZSCAN16	1	23	23
ZSCAN21	ZSCAN16	1	23	23
ZNF24	ZNF165	1	23	23
ZNF24	ZSCAN21	1	23	23
ZNF24	ZSCAN16	1	23	23
MRTFA	MRTFB	1	26	26
OR6Y1	OR6K2	1	17	17
OR6Y1	OR6B1	1	17	17
OR6Y1	OR9G4	1	17	17
OR6Y1	OR6F1	1	17	17
OR6Y1	OR6M1	1	17	17
OR6Y1	OR6K3	1	17	17
OR6Y1	OR5H1	1	17	17
OR6Y1	OR8B3	1	17	17
TMA7	translation machinery-associated protein 7-like	1	60	60
ZNF24	ZNF396	1	23	23
OR6Y1	OR2W1	1	17	17
OR6Y1	OR2J2	1	17	17
OR6Y1	OR2B2	1	17	17
OR6Y1	OR6C3	1	17	17
OR6Y1	OR6C2	1	17	17
OR6Y1	OR5AC2	1	17	17
OR6Y1	OR2C3	1	17	17
OR6Y1	OR5I1	1	17	17
OR6Y1	OR2H2	1	17	17
OR8A1	OR8B12	1	17	17
OR8A1	OR5H2	1	17	17
OR8A1	OR8U1	1	17	17
OR8A1	OR2J3	1	17	17
OR8A1	OR5B21	1	17	17
OR8A1	OR6N2	1	17	17
OR8A1	OR6K2	1	17	17
OR8A1	OR6B1	1	17	17
OR8A1	OR9G4	1	17	17
OR8A1	OR6F1	1	17	17
OR8A1	OR2A2	1	17	17
OR8A1	OR8B4	1	17	17
OR8A1	OR8D4	1	17	17
OR8A1	OR8G5	1	17	17
OR8A1	OR2H2	1	17	17
OR8A1	OR2A5	1	17	17
OR8A1	OR2C1	1	17	17
OR8A1	OR3A3	1	17	17
OR8A1	OR8B8	1	17	17
OR8A1	OR11A1	1	17	17
OR8A1	OR5J2	1	17	17
ZNF396	ZNF165	1	23	23
ZNF396	ZSCAN21	1	23	23
ZNF396	ZSCAN16	1	23	23
ZSCAN9	ZNF24	1	23	23
ZSCAN9	ZNF396	1	23	23
ZSCAN9	ZNF165	1	23	23
ZSCAN9	ZSCAN21	1	23	23
ZSCAN9	ZSCAN16	1	23	23
OR8A1	OR6C74	1	17	17
IPCEF1	CNKSR2	1	16	16
OR8A1	OR6C6	1	17	17
OR8A1	OR6C4	1	17	17
OR8A1	OR6C75	1	17	17
OR8A1	OR6M1	1	17	17
OR8A1	OR6K3	1	17	17
OR8A1	OR5H1	1	17	17
OR8A1	OR8B3	1	17	17
OR8A1	OR8B2	1	17	17
OR8A1	OR5H6	1	17	17
TMEM132A	TMEM132D	1	16	16
GDAP1	GDAP1L1	1	33	33
WIPF1	WIPF2	1	35	35
GXYLT2	GXYLT1	1	64	64
PLAAT3	PLAAT5	1	62	62
PLAAT3	LRAT	1	62	62
PLAAT3	PLAAT4	1	62	62
PLAAT3	PLAAT2	1	62	62
PLAAT3	PLAAT1	1	62	62
SYNGR4	synaptogyrin-2 isoform X1	1	13	13
PELI1	PELI2	1	27	27
LRRC8A	LRRC8B	1	31	31
LRRC8A	LRRC8D	1	31	31
LRRC8A	LRRC8E	1	31	31
LRRC8A	LRRC8C	1	31	31
LRRC8B	LRRC8D	1	31	31
LRRC8B	LRRC8E	1	31	31
TMEM132C	TMEM132E	1	16	16
TMEM132C	TMEM132A	1	16	16
TMEM132C	TMEM132D	1	16	16
FOLR2	IZUMO1R	1	50	50
P3R3URF-PIK3R3	PIK3R2	1	16	16
P3R3URF	PIK3R2	1	16	16
OSGIN2	OSGIN1	1	39	39
GRIP2	GRIP1	1	31	31
GPSM1	GPSM2	1	14	14
FOLR1	FOLR2	1	50	50
FOLR1	FOLR3	1	50	50
FOLR1	IZUMO1R	1	50	50
FOLR2	FOLR3	1	50	50
TMEM132B	TMEM132E	1	16	16
FOLR3	IZUMO1R	1	50	50
DVL1	DVL2	1	26	26
LRRC8D	LRRC8C	1	31	31
LRRC8E	LRRC8C	1	31	31
BAIAP2	BAIAP2L1	1	13	13
SH3BP5	SH3BP5L	1	26	26
TMEM39B	TMEM39A	1	37	37
PELI3	PELI1	1	27	27
PELI3	PELI2	1	27	27
OR8B4	OR6M1	1	17	17
OR8B4	OR5H2	1	17	17
OR8B4	OR6C74	1	17	17
OR8B4	OR5J2	1	17	17
OR8B4	OR6C6	1	17	17
OR8B4	OR6C4	1	17	17
OR8B4	OR6C75	1	17	17
OR8B4	OR6B1	1	17	17
OR8B4	OR9G4	1	17	17
OR8B4	OR6F1	1	17	17
OR8B4	OR2A2	1	17	17
OR8B4	OR6K3	1	17	17
OR8B4	OR5H1	1	17	17
OR8B4	OR8B3	1	17	17
OR8B4	OR8B2	1	17	17
OR8B4	OR8D4	1	17	17
OR8B4	OR8G5	1	17	17
OR8B4	OR8U1	1	17	17
OR8B4	OR2J3	1	17	17
OR8B4	OR5B21	1	17	17
PIK3R3	PIK3R2	1	16	16
TMEM132B	TMEM132A	1	16	16
TMEM132B	TMEM132D	1	16	16
TMEM132E	TMEM132A	1	16	16
TMEM132E	TMEM132D	1	16	16
PLAAT4	PLAAT1	1	62	62
PLAAT2	PLAAT1	1	62	62
PIK3R3	PIK3R1	1	16	16
PIK3R3	P3R3URF-PIK3R3	1	16	16
PIK3R3	P3R3URF	1	16	16
P3R3URF-PIK3R3	P3R3URF	1	16	16
PLAAT5	LRAT	1	62	62
PLAAT5	PLAAT4	1	62	62
PLAAT5	PLAAT2	1	62	62
PLAAT5	PLAAT1	1	62	62
LRAT	PLAAT4	1	62	62
LRAT	PLAAT2	1	62	62
LRAT	PLAAT1	1	62	62
PLAAT4	PLAAT2	1	62	62
OR8B4	OR5H6	1	17	17
ANKHD1	ANKRD17	1	17	17
OR8B12	OR6C70	1	17	17
OR8B12	OR9G4	1	17	17
OR8B12	OR6F1	1	17	17
OR8B12	OR6M1	1	17	17
OR8B12	OR6K3	1	17	17
OR8B12	OR5H1	1	17	17
OR8B12	OR8B3	1	17	17
OR8B12	OR8B2	1	17	17
OR8B12	OR5H6	1	17	17
OR8B12	OR6C75	1	17	17
ANKHD1	ANKHD1-EIF4EBP3	1	17	17
OR8B12	OR8U1	1	17	17
OR8B12	OR2J3	1	17	17
OR8B12	OR5B21	1	17	17
OR8B12	OR6N2	1	17	17
OR8B12	OR6K2	1	17	17
OR8B12	OR6B1	1	17	17
OR8B12	OR2B2	1	17	17
OR8B12	OR6C3	1	17	17
OR8B12	OR5K4	1	17	17
IPCEF1	CNKSR1	1	16	16
IPCEF1	CNKSR3	1	16	16
DVL1	DVL3	1	26	26
OR8B12	OR8B4	1	17	17
OR8B12	OR8D4	1	17	17
OR8B12	OR11G2	1	17	17
OR8B12	OR5H14	1	17	17
OR8B12	OR5H15	1	17	17
OR8B12	OR5K3	1	17	17
OR8B12	OR6C2	1	17	17
OR8B12	OR6C65	1	17	17
OR8B12	OR6C68	1	17	17
OR8B12	OR2G6	1	17	17
OR8B12	OR2A2	1	17	17
OR8B12	OR5H2	1	17	17
OR8B12	OR6C74	1	17	17
OR8B12	OR5J2	1	17	17
OR8B12	OR6C6	1	17	17
OR8B12	OR6C4	1	17	17
COMP	THBS3	1	25	25
OR8B12	OR8U8	1	17	17
OR8B12	OR8U9	1	17	17
OR8B12	OR6P1	1	17	17
OR8B12	OR2AP1	1	17	17
OR8B12	putative olfactory receptor 8G2	1	17	17
OR8B12	OR2H1	1	17	17
OR8B12	OR5AL1	1	17	17
OR8B12	OR6J1	1	17	17
DUOXA1	DUOXA2	1	21	21
OR8B12	OR2H2	1	17	17
COMP	THBS4	1	25	25
COMP	THBS2	1	25	25
THBS3	THBS4	1	25	25
THBS3	THBS2	1	25	25
THBS4	THBS2	1	25	25
TMEM132C	TMEM132B	1	16	16
PIK3R1	P3R3URF-PIK3R3	1	16	16
PIK3R1	P3R3URF	1	16	16
PIK3R1	PIK3R2	1	16	16
OR8B12	OR10C1	1	17	17
OR8B12	OR5AC2	1	17	17
OR8B12	OR2C3	1	17	17
LRRC8B	LRRC8C	1	31	31
LRRC8D	LRRC8E	1	31	31
OR8B12	OR2A5	1	17	17
OR8B12	OR2C1	1	17	17
OR8B12	OR3A3	1	17	17
OR8B12	OR8B8	1	17	17
OR8B12	OR11A1	1	17	17
OR6Y1	OR6C4	1	17	17
OR8B12	OR2W1	1	17	17
OR8B12	OR2J2	1	17	17
OR8B12	OR10J4	1	17	17
OR8B12	OR2J1	1	17	17
OR8B12	OR3A1	1	17	17
OR8B12	OR3A2	1	17	17
OR8B12	OR6A2	1	17	17
OR8B12	OR5F1	1	17	17
OR8B12	OR5I1	1	17	17
SPDYA	putative speedy protein E6	1	20	20
SPDYE2	SPDYE18	1	20	20
SPDYE2	SPDYE11	1	20	20
SPDYE2	SPDYE17	1	20	20
SPDYE2	SPDYE16	1	20	20
SPDYE2	SPDYE1	1	20	20
SPDYA	SPDYE11	1	20	20
SPDYA	SPDYE17	1	20	20
SPDYA	SPDYE16	1	20	20
SPDYA	SPDYE1	1	20	20
SPDYA	putative WBSCR19-like protein 6 isoform X1	1	20	20
SPDYE2	SPDYE5	1	20	20
SPDYA	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
SPDYE2	SPDYE4	1	20	20
OR6Q1	OR2W1	1	17	17
OR6Q1	OR2J2	1	17	17
OR6Q1	OR2B2	1	17	17
OR6Q1	OR6C3	1	17	17
OR6Q1	OR6C2	1	17	17
OR6Q1	OR5AC2	1	17	17
OR6Q1	OR2C3	1	17	17
OR6Q1	OR8B2	1	17	17
OR6Q1	OR2H1	1	17	17
OR6Q1	OR6C75	1	17	17
OR6Q1	OR6C70	1	17	17
OR6Q1	OR11G2	1	17	17
OR6Q1	OR5H14	1	17	17
OR6Q1	OR5H15	1	17	17
OR6Q1	OR5K3	1	17	17
OR6Q1	OR5K4	1	17	17
OR6Q1	OR6C65	1	17	17
SPDYA	SPDYE18	1	20	20
OR6Q1	OR5H6	1	17	17
OR6Q1	OR2A2	1	17	17
OR6Q1	OR5H2	1	17	17
OR6Q1	OR6C74	1	17	17
OR6Q1	OR5J2	1	17	17
OR6Q1	OR6C6	1	17	17
OR6Q1	OR6C4	1	17	17
SPDYE2	SPDYE6	1	20	20
SPDYE2	SPDYE2B	1	20	20
SPDYE4	SPDYE18	1	20	20
SPDYE4	putative speedy protein E6	1	20	20
SPDYE4	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
SPDYE6	SPDYE2B	1	20	20
SPDYE2	putative WBSCR19-like protein 6 isoform X1	1	20	20
SPDYE2	putative speedy protein E6	1	20	20
SPDYE2	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
SPDYE4	SPDYE6	1	20	20
SPDYE4	SPDYE2B	1	20	20
SPDYE4	SPDYE5	1	20	20
SPDYE4	putative WBSCR19-like protein 6 isoform X1	1	20	20
SPDYE4	SPDYE11	1	20	20
SPDYC	putative WBSCR19-like protein 6 isoform X1	1	20	20
SPDYC	putative speedy protein E6	1	20	20
SPDYC	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
SPDYA	SPDYE2	1	20	20
SPDYA	SPDYE4	1	20	20
SPDYA	SPDYE6	1	20	20
SPDYA	SPDYE2B	1	20	20
SPDYA	SPDYE5	1	20	20
SPDYE3	SPDYE4	1	20	20
OR6Q1	OR5I1	1	17	17
OR6Q1	OR2H2	1	17	17
OR6Q1	OR2A5	1	17	17
OR6Q1	OR2C1	1	17	17
OR6Q1	OR3A3	1	17	17
OR6Q1	OR8B8	1	17	17
OR6Q1	OR11A1	1	17	17
OR6Q1	OR10C1	1	17	17
SPDYE3	SPDYE2	1	20	20
OR6Q1	putative olfactory receptor 8G2	1	17	17
SPDYE3	SPDYE6	1	20	20
SPDYE3	SPDYE2B	1	20	20
SPDYE3	SPDYE5	1	20	20
SPDYE3	SPDYE18	1	20	20
SPDYE3	SPDYE11	1	20	20
SPDYE3	SPDYE17	1	20	20
SPDYE4	SPDYE17	1	20	20
SPDYE4	SPDYE16	1	20	20
SPDYE4	SPDYE1	1	20	20
SPDYE18	putative speedy protein E6	1	20	20
SPDYE1	putative WBSCR19-like protein 6 isoform X1	1	20	20
SPDYE1	putative speedy protein E6	1	20	20
SPDYE1	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
putative WBSCR19-like protein 6 isoform X1	putative speedy protein E6	1	20	20
putative WBSCR19-like protein 6 isoform X1	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
putative speedy protein E6	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
STIM2	STIM1	1	20	20
FAM3C	FAM3A	1	28	28
SPDYE18	putative WBSCR19-like protein 6 isoform X1	1	20	20
FAM3A	FAM3D	1	28	28
SPDYE5	SPDYE1	1	20	20
SPDYE5	putative WBSCR19-like protein 6 isoform X1	1	20	20
SPDYE5	putative speedy protein E6	1	20	20
SPDYE5	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
SPDYE18	SPDYE11	1	20	20
SPDYE18	SPDYE17	1	20	20
SPDYE18	SPDYE16	1	20	20
SPDYE18	SPDYE1	1	20	20
SPDYE2B	SPDYE1	1	20	20
SPDYE2B	SPDYE11	1	20	20
ANKRD36B	ANKRD36	1	20	20
TM6SF2	TM6SF1	1	46	46
MTCH1	MTCH2	1	16	16
BICD1	BICD2	1	15	15
SPDYE6	putative WBSCR19-like protein 6 isoform X1	1	20	20
SPDYE6	putative speedy protein E6	1	20	20
SPDYE6	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
SPDYE2B	SPDYE5	1	20	20
SPDYE2B	SPDYE18	1	20	20
SPDYE2B	putative WBSCR19-like protein 6 isoform X1	1	20	20
SPDYE2B	SPDYE17	1	20	20
SPDYE2B	SPDYE16	1	20	20
SPDYE6	SPDYE5	1	20	20
SPDYE6	SPDYE18	1	20	20
SPDYE6	SPDYE11	1	20	20
SPDYE6	SPDYE17	1	20	20
SPDYE6	SPDYE16	1	20	20
SPDYE6	SPDYE1	1	20	20
FAM3C	FAM3D	1	28	28
OR6Q1	OR3A1	1	17	17
OR6Q1	OR5B21	1	17	17
OR6Q1	OR6N2	1	17	17
OR6Q1	OR6X1	1	17	17
OR6Q1	OR6Y1	1	17	17
OR6Q1	OR8A1	1	17	17
OR6Q1	OR5AL1	1	17	17
OR6Q1	OR6J1	1	17	17
OR6Q1	OR10J4	1	17	17
OR6Q1	OR2J1	1	17	17
OR6Q1	OR2J3	1	17	17
OR6Q1	OR3A2	1	17	17
OR6Q1	OR6A2	1	17	17
OR6Q1	OR5F1	1	17	17
OR6Q1	OR6C68	1	17	17
OR6Q1	OR2G6	1	17	17
OR6Q1	OR8U8	1	17	17
OR6Q1	OR8U9	1	17	17
OR6Q1	OR6P1	1	17	17
OR6Q1	OR2AP1	1	17	17
OR6Q1	OR6F1	1	17	17
SPDYE2B	putative speedy protein E6	1	20	20
SPDYE2B	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
SPDYE5	SPDYE18	1	20	20
SPDYE5	SPDYE11	1	20	20
SPDYE5	SPDYE17	1	20	20
SPDYE5	SPDYE16	1	20	20
OR6Q1	OR6K2	1	17	17
OR6Q1	OR6B1	1	17	17
OR6Q1	OR9G4	1	17	17
SPDYC	SPDYE6	1	20	20
OR6Q1	OR6M1	1	17	17
OR6Q1	OR6K3	1	17	17
OR6Q1	OR5H1	1	17	17
OR6Q1	OR8B3	1	17	17
OR6Q1	OR8B12	1	17	17
OR6Q1	OR8B4	1	17	17
OR6Q1	OR8D4	1	17	17
OR6Q1	OR8G5	1	17	17
OR6Q1	OR8U1	1	17	17
CSRNP3	CSRNP2	1	23	23
KCTD20	BTBD10	1	15	15
TNFRSF1B	CD40	1	25	25
TNFRSF1B	TNFRSF14	1	25	25
OR6X1	OR6C2	1	17	17
OR6X1	OR5AC2	1	17	17
OR6X1	OR2C3	1	17	17
ZNF346	ZMAT3	1	17	17
SELENOV	SELENOW	1	54	54
CSRNP3	CSRNP1	1	23	23
PRR5	PRR5L	1	11	11
CSRNP1	CSRNP2	1	23	23
ZMAT4	ZMAT3	1	17	17
GOLGA7	GOLGA7B	1	22	22
ZMAT4	ZNF346	1	17	17
OR6Y1	OR8B12	1	17	17
OR6Y1	OR8B4	1	17	17
OR6Y1	OR8D4	1	17	17
OR6Y1	OR8G5	1	17	17
OR6Y1	OR8U1	1	17	17
SH2D3C	BCAR3	1	14	14
OR6X1	OR2J1	1	17	17
OR6X1	OR5H15	1	17	17
OR6X1	OR5K3	1	17	17
OR6X1	OR5K4	1	17	17
OR6X1	OR6C65	1	17	17
OR6X1	OR6C68	1	17	17
OR6X1	OR2G6	1	17	17
OR6X1	OR8U8	1	17	17
OR6X1	OR8U9	1	17	17
OR6Y1	OR2J3	1	17	17
ARID1B	ARID1A	1	14	14
TNFRSF1B	TNFRSF11B	1	25	25
TNFRSF1B	TNFRSF6B	1	25	25
CD40	TNFRSF14	1	25	25
TMEM106B	TMEM106C	1	18	18
TMEM106B	TMEM106A	1	18	18
TMEM106C	TMEM106A	1	18	18
CTNNB1	JUP	1	18	18
ABHD14B	ABHD14A	1	48	48
OR6Y1	OR5K3	1	17	17
OR6Y1	OR6P1	1	17	17
OR6Y1	OR2AP1	1	17	17
OR6Y1	putative olfactory receptor 8G2	1	17	17
OR6Y1	OR2H1	1	17	17
OR6Y1	OR6C75	1	17	17
OR6Y1	OR6C70	1	17	17
OR6Y1	OR11G2	1	17	17
OR6Y1	OR5H14	1	17	17
OR6Y1	OR5H15	1	17	17
OR6Y1	OR8U9	1	17	17
OR6Y1	OR5K4	1	17	17
OR6Y1	OR6C65	1	17	17
OR6Y1	OR8B2	1	17	17
OR6Y1	OR5H6	1	17	17
OR6Y1	OR2A2	1	17	17
OR6Y1	OR5H2	1	17	17
OR6Y1	OR6C74	1	17	17
OR6Y1	OR5J2	1	17	17
OR6Y1	OR6C6	1	17	17
HS6ST2	HS6ST1	1	35	35
OR6Y1	OR5B21	1	17	17
OR6Y1	OR6N2	1	17	17
OR6Y1	OR8A1	1	17	17
IFI27	IFI6	1	50	50
IFI27	IFI27L1	1	50	50
IFI27L2	IFI6	1	50	50
IFI27L2	IFI27L1	1	50	50
IFI6	IFI27L1	1	50	50
NEMP1	NEMP2	1	29	29
OR6X1	OR10J4	1	17	17
HS6ST2	HS6ST3	1	35	35
HS6ST2	heparan-sulfate 6-O-sulfotransferase 2 isoform X1	1	35	35
HS6ST1	HS6ST3	1	35	35
HS6ST1	heparan-sulfate 6-O-sulfotransferase 2 isoform X1	1	35	35
HS6ST3	heparan-sulfate 6-O-sulfotransferase 2 isoform X1	1	35	35
IFI27	IFI27L2	1	50	50
OR6Y1	OR6C68	1	17	17
OR6Y1	OR2G6	1	17	17
OR6Y1	OR8U8	1	17	17
OR6X1	OR6C6	1	17	17
CD40	TNFRSF6B	1	25	25
TNFRSF14	TNFRSF11B	1	25	25
TNFRSF14	TNFRSF6B	1	25	25
TNFRSF11B	TNFRSF6B	1	25	25
NECAB2	NECAB1	1	39	39
BAIAP3	UNC13D	1	15	15
CD40	TNFRSF11B	1	25	25
OR6X1	OR6C74	1	17	17
OR6X1	OR5J2	1	17	17
SPDYE3	SPDYA	1	20	20
OR6X1	OR6C4	1	17	17
OR6X1	OR6C75	1	17	17
OR6X1	OR6C70	1	17	17
OR6X1	OR11G2	1	17	17
OR6X1	OR5H14	1	17	17
OR6X1	OR6M1	1	17	17
OR6X1	OR6K3	1	17	17
OR6X1	OR5H1	1	17	17
OR6X1	OR8B3	1	17	17
SPDYE3	putative WBSCR19-like protein 6 isoform X1	1	20	20
SPDYC	SPDYE2B	1	20	20
SPDYC	SPDYE5	1	20	20
SPDYC	SPDYE18	1	20	20
SPDYC	SPDYE11	1	20	20
SPDYC	SPDYE17	1	20	20
SPDYC	SPDYE16	1	20	20
SPDYC	SPDYE1	1	20	20
SPDYE3	SPDYE16	1	20	20
SPDYE3	SPDYE1	1	20	20
OR6X1	OR8B2	1	17	17
SPDYE3	putative speedy protein E6	1	20	20
SPDYE3	speedy/RINGO cell cycle regulator family member E11 isoform X1	1	20	20
SPDYC	SPDYA	1	20	20
SPDYC	SPDYE2	1	20	20
SPDYC	SPDYE4	1	20	20
MIGA1	MIGA2	1	15	15
PLXDC2	PLXDC1	1	21	21
CIBAR1	CIBAR2	1	36	36
SPDYE3	SPDYC	1	20	20
OR6X1	OR5I1	1	17	17
OR6X1	OR10C1	1	17	17
OR6X1	OR2W1	1	17	17
OR6X1	OR2J2	1	17	17
OR6X1	OR2B2	1	17	17
OR6X1	OR6C3	1	17	17
OR6X1	OR3A1	1	17	17
OR6X1	OR3A2	1	17	17
OR6X1	OR6A2	1	17	17
OR6X1	OR5F1	1	17	17
OR6X1	OR11A1	1	17	17
OR6X1	OR2H2	1	17	17
OR6X1	OR2A5	1	17	17
OR6X1	OR2C1	1	17	17
OR6X1	OR6P1	1	17	17
OR6X1	OR2AP1	1	17	17
OR6X1	putative olfactory receptor 8G2	1	17	17
OR6X1	OR2H1	1	17	17
OR6X1	OR5AL1	1	17	17
OR6X1	OR6J1	1	17	17
OR6X1	OR9G4	1	17	17
OR6X1	OR5H6	1	17	17
OR6X1	OR2A2	1	17	17
OR6X1	OR5H2	1	17	17
OR6X1	OR8U1	1	17	17
OR6X1	OR2J3	1	17	17
OR6X1	OR5B21	1	17	17
OR6X1	OR6N2	1	17	17
OR6X1	OR6K2	1	17	17
OR6X1	OR6B1	1	17	17
OR8B4	OR6N2	1	17	17
OR6X1	OR6F1	1	17	17
OR6X1	OR6Y1	1	17	17
OR6X1	OR8A1	1	17	17
OR6X1	OR8B12	1	17	17
OR6X1	OR8B4	1	17	17
OR6X1	OR8D4	1	17	17
OR6X1	OR8G5	1	17	17
OR6X1	OR3A3	1	17	17
OR6X1	OR8B8	1	17	17
OR5B21	OR11A1	1	17	17
OR5B21	OR5H6	1	17	17
OR5B21	OR6N2	1	17	17
OR5B21	OR6K2	1	17	17
OR5B21	OR6B1	1	17	17
OR5B21	OR5I1	1	17	17
OR5B21	OR2H2	1	17	17
OR5B21	OR2A5	1	17	17
OR5B21	OR2C1	1	17	17
OR5B21	OR3A3	1	17	17
OR5B21	OR8B8	1	17	17
OR5B21	OR8B2	1	17	17
OR5B21	OR10C1	1	17	17
OR5B21	OR5AL1	1	17	17
OR5B21	OR6J1	1	17	17
OR5B21	OR10J4	1	17	17
OR5B21	OR2J1	1	17	17
OR5B21	OR3A1	1	17	17
OR5B21	OR3A2	1	17	17
OR5B21	OR6A2	1	17	17
OR5B21	OR5F1	1	17	17
OR5B21	OR6C4	1	17	17
PHTF1	putative homeodomain transcription factor 2 isoform X1	1	29	29
MYBPC3	MYBPC1	1	24	24
CLDN1	CLDN6	1	22	22
CLDN1	CLDN8	1	22	22
CLDN1	CLDN25	1	22	22
OR5B21	OR5H2	1	17	17
OR5B21	OR6C74	1	17	17
OR5B21	OR5J2	1	17	17
OR5B21	OR6C6	1	17	17
OR5B21	OR6C68	1	17	17
OR5B21	OR2A2	1	17	17
CLDN6	CLDN8	1	22	22
CLDN6	CLDN25	1	22	22
OR5B21	OR9G4	1	17	17
OR5B21	OR6F1	1	17	17
OR5B21	OR6M1	1	17	17
OR5B21	OR6K3	1	17	17
OR5B21	OR5H1	1	17	17
OR5B21	OR8B3	1	17	17
OR5B21	OR2W1	1	17	17
CLDN17	CLDN9	1	22	22
CLDN17	CLDN1	1	22	22
CLDN17	CLDN6	1	22	22
CLDN17	CLDN8	1	22	22
CLDN17	CLDN25	1	22	22
CLDN9	CLDN1	1	22	22
CLDN9	CLDN6	1	22	22
CLDN9	CLDN8	1	22	22
CLDN9	CLDN25	1	22	22
CLDN3	CLDN8	1	22	22
OR5B21	OR2J2	1	17	17
OR5B21	OR2B2	1	17	17
OR5B21	OR6C3	1	17	17
OR5B21	OR6C2	1	17	17
OR5B21	OR5AC2	1	17	17
OR5B21	OR2C3	1	17	17
CLDN7	CLDN4	1	22	22
CLDN7	CLDN3	1	22	22
