gene1	gene2	jaccard	n_loss_gene1	n_loss_gene2
CLDN7	CLDN17	1	22	22
OR5B21	OR11G2	1	17	17
OR5B21	OR2G6	1	17	17
OR5B21	OR8U8	1	17	17
OR5B21	OR8U9	1	17	17
OR5B21	OR6P1	1	17	17
OR5B21	OR2AP1	1	17	17
OR5B21	putative olfactory receptor 8G2	1	17	17
OR5B21	OR2H1	1	17	17
OR5B21	OR6C75	1	17	17
OR5B21	OR6C70	1	17	17
PHTF2	putative homeodomain transcription factor 2 isoform X1	1	29	29
OR5B21	OR5H14	1	17	17
OR5B21	OR5H15	1	17	17
OR5B21	OR5K3	1	17	17
OR5B21	OR5K4	1	17	17
OR5B21	OR6C65	1	17	17
CLDN3	CLDN17	1	22	22
CLDN3	CLDN9	1	22	22
CLDN3	CLDN1	1	22	22
CLDN3	CLDN6	1	22	22
OR2J3	OR5I1	1	17	17
OR2J3	OR10C1	1	17	17
OR2J3	OR2W1	1	17	17
OR2J3	OR2J2	1	17	17
OR2J3	OR2B2	1	17	17
OR2J3	OR2J1	1	17	17
OR2J3	OR3A1	1	17	17
OR2J3	OR3A2	1	17	17
OR2J3	OR6A2	1	17	17
OR2J3	OR5F1	1	17	17
OR2J3	OR11A1	1	17	17
OR2J3	OR2H2	1	17	17
OR2J3	OR2A5	1	17	17
OR2J3	OR8U9	1	17	17
OR2J3	OR6P1	1	17	17
OR2J3	OR2AP1	1	17	17
OR2J3	putative olfactory receptor 8G2	1	17	17
OR2J3	OR2H1	1	17	17
OR2J3	OR5AL1	1	17	17
OR2J3	OR6J1	1	17	17
OR2J3	OR6C3	1	17	17
OR2J3	OR8B3	1	17	17
OR2J3	OR8B2	1	17	17
OR2J3	OR5H6	1	17	17
OR2J3	OR2A2	1	17	17
OR2J3	OR5B21	1	17	17
OR2J3	OR6N2	1	17	17
OR2J3	OR6K2	1	17	17
OR2J3	OR6B1	1	17	17
OR2J3	OR9G4	1	17	17
OR2J3	OR10J4	1	17	17
OR2J3	OR6C2	1	17	17
OR2J3	OR5AC2	1	17	17
OR2J3	OR2C3	1	17	17
CRYBB2	CRYGS	1	17	17
CRYBB2	CRYGC	1	17	17
CRYBB2	CRYBA2	1	17	17
OR2J3	OR2C1	1	17	17
OR2J3	OR3A3	1	17	17
OR2J3	OR8B8	1	17	17
TNFAIP8L1	TNFAIP8L2	1	18	18
PGLYRP4	PGLYRP2	1	32	32
PGLYRP4	PGLYRP3	1	32	32
MYBPC2	MYBPH	1	24	24
MYBPC3	MYBPC2	1	24	24
MYBPC3	MYBPH	1	24	24
MYBPC1	MYBPC2	1	24	24
MYBPC1	MYBPH	1	24	24
ZFHX4	ZFHX2	1	18	18
TNFAIP8L1	TNFAIP8L3	1	18	18
PGLYRP1	PGLYRP3	1	32	32
TNFAIP8L3	TNFAIP8L2	1	18	18
TAOK3	TAOK2	1	20	20
TAOK3	TAOK1	1	20	20
TAOK2	TAOK1	1	20	20
ZFHX3	ZFHX4	1	18	18
ZFHX3	ZFHX2	1	18	18
CLDN8	CLDN25	1	22	22
MED12	MED12L	1	24	24
PHTF2	PHTF1	1	29	29
CRYBB2	CRYBB1	1	17	17
CRYBB2	CRYGA	1	17	17
SPIRE1	SPIRE2	1	13	13
RAB3IP	RAB3IL1	1	18	18
TNFAIP8	TNFAIP8L1	1	18	18
TNFAIP8	TNFAIP8L3	1	18	18
TNFAIP8	TNFAIP8L2	1	18	18
PGLYRP2	PGLYRP3	1	32	32
CRYBB2	CRYGN	1	17	17
CRYBB2	CRYBA4	1	17	17
CLDN7	CLDN9	1	22	22
CRYBB2	CRYBB3	1	17	17
CRYBB2	CRYBA1	1	17	17
CRYBB2	CRYGB	1	17	17
CRYBB2	CRYGD	1	17	17
STAR	STARD3	1	15	15
STAR	STARD3NL	1	15	15
STARD3	STARD3NL	1	15	15
PGLYRP1	PGLYRP4	1	32	32
PGLYRP1	PGLYRP2	1	32	32
PARVG	PARVA	1	18	18
OR6N2	OR5I1	1	17	17
OR6N2	OR2H2	1	17	17
OR6N2	OR2A5	1	17	17
OR6N2	OR2C1	1	17	17
OR6N2	OR3A3	1	17	17
CBLL1	CBLL2	1	50	50
MATCAP1	MATCAP2	1	44	44
PARVB	PARVG	1	18	18
PARVB	PARVA	1	18	18
OR6N2	OR5F1	1	17	17
MDM2	MDM4	1	39	39
NTNG1	NTNG2	1	20	20
SAMD13	PHC2	1	18	18
SAMD13	SAMD1	1	18	18
PHC3	PHC2	1	18	18
PHC3	SAMD1	1	18	18
PHC2	SAMD1	1	18	18
CLDN19	CLDN14	1	22	22
CLDN19	CLDN2	1	22	22
OR6N2	OR8B8	1	17	17
CLDN19	CLDN1	1	22	22
CLDN19	CLDN6	1	22	22
CLDN19	CLDN8	1	22	22
CLDN19	CLDN25	1	22	22
OR6N2	OR5AC2	1	17	17
OR6N2	OR2C3	1	17	17
CLDN5	CLDN14	1	22	22
CLDN5	CLDN2	1	22	22
CLDN5	CLDN7	1	22	22
CLDN19	CLDN7	1	22	22
OR6N2	OR11A1	1	17	17
OR6N2	OR10C1	1	17	17
OR6N2	OR2W1	1	17	17
OR6N2	OR2J2	1	17	17
OR6N2	OR2B2	1	17	17
OR6N2	OR6C3	1	17	17
OR6N2	OR6C2	1	17	17
OR6N2	OR3A2	1	17	17
OR6N2	OR6A2	1	17	17
ZDHHC11B	probable palmitoyltransferase ZDHHC11 isoform X1	1	37	37
ATF3	FOS	1	12	12
JDP2	FOS	1	12	12
SERF2	SERF1B	1	50	50
SERF2	SERF1A	1	50	50
ZDHHC1	ZDHHC11B	1	37	37
ZDHHC1	ZDHHC11	1	37	37
ZDHHC1	probable palmitoyltransferase ZDHHC11 isoform X1	1	37	37
ZDHHC1	probable palmitoyltransferase ZDHHC1 isoform X6	1	37	37
ZDHHC11B	ZDHHC11	1	37	37
ATF3	JDP2	1	12	12
ZDHHC11B	probable palmitoyltransferase ZDHHC1 isoform X6	1	37	37
ZDHHC11	probable palmitoyltransferase ZDHHC11 isoform X1	1	37	37
RUNX1	RUNX3	1	14	14
RUNX2	RUNX3	1	14	14
BCAS4	BLOC1S4	1	30	30
EIF4EBP3	EIF4EBP2	1	37	37
EIF4EBP1	EIF4EBP2	1	37	37
SLIT3	SLIT2	1	18	18
SLIT3	SLIT1	1	18	18
SERF1B	SERF1A	1	50	50
ZYG11A	ZER1	1	18	18
ZYG11A	ZYG11B	1	18	18
ZER1	ZYG11B	1	18	18
RC3H2	RC3H1	1	44	44
SAMD13	PHC3	1	18	18
TPST2	TPST1	1	43	43
RHOBTB2	RHOBTB1	1	34	34
SH2D4B	SH2D4A	1	22	22
CLDN19	CLDN5	1	22	22
CLDN19	CLDN9	1	22	22
CPSF7	CPSF6	1	39	39
TAF4B	TAF4	1	29	29
DRAM2	TMEM150C	1	36	36
DRAM2	DRAM1	1	36	36
TMEM150C	DRAM1	1	36	36
PATL2	PATL1	1	17	17
ZDHHC11	probable palmitoyltransferase ZDHHC1 isoform X6	1	37	37
probable palmitoyltransferase ZDHHC11 isoform X1	probable palmitoyltransferase ZDHHC1 isoform X6	1	37	37
SREBF1	SREBF2	1	12	12
CLDN5	CLDN6	1	22	22
CLDN14	CLDN3	1	22	22
CLDN14	CLDN17	1	22	22
CLDN14	CLDN9	1	22	22
CLDN2	CLDN9	1	22	22
CLDN2	CLDN1	1	22	22
CLDN2	CLDN6	1	22	22
CLDN2	CLDN8	1	22	22
CLDN2	CLDN25	1	22	22
CLDN5	CLDN1	1	22	22
CLDN2	CLDN17	1	22	22
CLDN5	CLDN8	1	22	22
CLDN5	CLDN25	1	22	22
OR6N2	OR6B1	1	17	17
OR6N2	OR9G4	1	17	17
OR6N2	OR6F1	1	17	17
OR6N2	OR6M1	1	17	17
CLDN14	CLDN2	1	22	22
CLDN14	CLDN7	1	22	22
CLDN14	CLDN4	1	22	22
CLDN4	CLDN17	1	22	22
CLDN7	CLDN1	1	22	22
CLDN7	CLDN6	1	22	22
CLDN4	CLDN1	1	22	22
CLDN4	CLDN6	1	22	22
CLDN4	CLDN8	1	22	22
CLDN4	CLDN25	1	22	22
CLDN7	CLDN8	1	22	22
CLDN7	CLDN25	1	22	22
CLDN4	CLDN3	1	22	22
CLDN5	CLDN4	1	22	22
CLDN4	CLDN9	1	22	22
CLDN3	CLDN25	1	22	22
CLDN14	CLDN1	1	22	22
CLDN14	CLDN6	1	22	22
CLDN14	CLDN8	1	22	22
CLDN14	CLDN25	1	22	22
CLDN2	CLDN7	1	22	22
CLDN2	CLDN4	1	22	22
CLDN2	CLDN3	1	22	22
OR6N2	OR5H1	1	17	17
OR6N2	OR5J2	1	17	17
OR6N2	OR6C6	1	17	17
OR6N2	OR6C4	1	17	17
OR6N2	OR6C75	1	17	17
OR6N2	OR6C70	1	17	17
OR6N2	OR11G2	1	17	17
OR6N2	OR5H14	1	17	17
OR6N2	OR5H15	1	17	17
OR6N2	OR6K3	1	17	17
OR6N2	OR6P1	1	17	17
OR6N2	OR8B3	1	17	17
OR6N2	OR8B2	1	17	17
OR6N2	OR5H6	1	17	17
OR6N2	OR2A2	1	17	17
OR6N2	OR5H2	1	17	17
OR6N2	OR6C74	1	17	17
CLDN19	CLDN4	1	22	22
CLDN19	CLDN3	1	22	22
CLDN19	CLDN17	1	22	22
OR6N2	OR10J4	1	17	17
CLDN5	CLDN3	1	22	22
CLDN5	CLDN17	1	22	22
CLDN5	CLDN9	1	22	22
OR6N2	OR6K2	1	17	17
OR6N2	OR2AP1	1	17	17
OR6N2	putative olfactory receptor 8G2	1	17	17
OR6N2	OR2H1	1	17	17
OR6N2	OR5AL1	1	17	17
OR6N2	OR6J1	1	17	17
OR2J3	OR5H1	1	17	17
OR6N2	OR2J1	1	17	17
OR6N2	OR3A1	1	17	17
OR6N2	OR5K3	1	17	17
OR6N2	OR5K4	1	17	17
OR6N2	OR6C65	1	17	17
OR6N2	OR6C68	1	17	17
OR6N2	OR2G6	1	17	17
OR6N2	OR8U8	1	17	17
OR6N2	OR8U9	1	17	17
OR8D4	OR8B8	1	17	17
OR8D4	OR2B2	1	17	17
OR8D4	OR6C3	1	17	17
OR8D4	OR6C2	1	17	17
OR8D4	OR5AC2	1	17	17
OR8D4	OR2C3	1	17	17
OR8D4	OR2H2	1	17	17
OR8D4	OR2A5	1	17	17
OR8D4	OR2C1	1	17	17
OR8D4	OR3A3	1	17	17
OR8D4	OR2J2	1	17	17
OR8D4	OR11A1	1	17	17
OR8D4	OR10C1	1	17	17
OR8D4	OR2W1	1	17	17
OR8D4	OR6J1	1	17	17
OR8D4	OR10J4	1	17	17
OR8D4	OR2J1	1	17	17
OR8D4	OR3A1	1	17	17
OR8D4	OR3A2	1	17	17
OR8D4	OR6A2	1	17	17
OR8D4	OR6F1	1	17	17
OR8D4	OR2A2	1	17	17
OR8D4	OR5H2	1	17	17
OR8D4	OR6C74	1	17	17
OR8D4	OR5J2	1	17	17
OR8D4	OR6C6	1	17	17
OR8D4	OR6C4	1	17	17
OR8D4	OR6C75	1	17	17
OR8D4	OR6B1	1	17	17
OR8D4	OR9G4	1	17	17
OR8D4	OR5F1	1	17	17
OR8D4	OR6M1	1	17	17
OR8D4	OR6K3	1	17	17
OR8D4	OR5H1	1	17	17
OR8D4	OR8B3	1	17	17
OR8D4	OR8B2	1	17	17
OR8D4	OR2J3	1	17	17
OR8D4	OR5B21	1	17	17
OR8D4	OR6N2	1	17	17
OR8D4	OR6K2	1	17	17
OR8G5	OR5H6	1	17	17
CRYGB	CRYGD	1	17	17
CRYGB	CRYGA	1	17	17
CRYGB	CRYGS	1	17	17
CRYGB	CRYGC	1	17	17
CRYGB	CRYBA2	1	17	17
OR8G5	OR6K3	1	17	17
OR8G5	OR5H1	1	17	17
OR8G5	OR8B3	1	17	17
OR8G5	OR8B2	1	17	17
OR8G5	OR6C6	1	17	17
OR8G5	OR2A2	1	17	17
OR8G5	OR5H2	1	17	17
OR8G5	OR6C74	1	17	17
OR8G5	OR2J3	1	17	17
OR8G5	OR5B21	1	17	17
OR8G5	OR6N2	1	17	17
OR8G5	OR6K2	1	17	17
OR8G5	OR6B1	1	17	17
OR8G5	OR9G4	1	17	17
CRYGS	CRYBA2	1	17	17
OR8D4	OR5I1	1	17	17
OR8D4	OR2G6	1	17	17
OR8D4	OR8U8	1	17	17
OR8D4	OR8U9	1	17	17
OR8D4	OR6P1	1	17	17
OR8D4	OR2AP1	1	17	17
OR8D4	putative olfactory receptor 8G2	1	17	17
OR8D4	OR2H1	1	17	17
OR8D4	OR5AL1	1	17	17
OR8D4	OR5H6	1	17	17
CRYGS	CRYGC	1	17	17
CRYGD	CRYGA	1	17	17
CRYGD	CRYGS	1	17	17
CRYGD	CRYGC	1	17	17
CRYGD	CRYBA2	1	17	17
CRYGA	CRYGC	1	17	17
CRYGA	CRYBA2	1	17	17
CRYGA	CRYGS	1	17	17
OR8G5	OR5J2	1	17	17
OR8B4	OR5K3	1	17	17
OR8B4	OR6P1	1	17	17
OR8B4	OR2AP1	1	17	17
OR8B4	putative olfactory receptor 8G2	1	17	17
OR8B4	OR2H1	1	17	17
OR8B4	OR5AL1	1	17	17
OR8B4	OR6C70	1	17	17
OR8B4	OR11G2	1	17	17
OR8B4	OR5H14	1	17	17
OR8B4	OR5H15	1	17	17
OR8B4	OR8U9	1	17	17
OR8B4	OR5K4	1	17	17
OR8B4	OR6C65	1	17	17
OR8B4	OR6C68	1	17	17
ATP4B	ATP1B1	1	15	15
ATP4B	ATP1B3	1	15	15
ATP1B4	ATP1B2	1	15	15
ATP1B4	ATP1B1	1	15	15
ATP1B4	ATP1B3	1	15	15
ATP1B2	ATP1B1	1	15	15
OR8B4	OR6J1	1	17	17
OR8B4	OR6K2	1	17	17
OR8B4	OR2H2	1	17	17
OR8B4	OR2A5	1	17	17
OR8B4	OR2C1	1	17	17
OR8B4	OR3A3	1	17	17
OR8B4	OR8B8	1	17	17
OR8B4	OR11A1	1	17	17
OR8B4	OR10C1	1	17	17
OR8B4	OR2W1	1	17	17
ATP1B2	ATP1B3	1	15	15
OR8B4	OR10J4	1	17	17
OR8B4	OR2J1	1	17	17
OR8B4	OR3A1	1	17	17
OR8B4	OR3A2	1	17	17
OR8B4	OR6A2	1	17	17
OR8B4	OR5F1	1	17	17
OR8B4	OR5I1	1	17	17
OR8B4	OR2G6	1	17	17
OR8B4	OR8U8	1	17	17
OR8D4	OR8G5	1	17	17
OR8B4	OR6C2	1	17	17
OR8B4	OR5AC2	1	17	17
OR8B4	OR2C3	1	17	17
SCRN2	SCRN1	1	57	57
TMED8	ACBD3	1	13	13
SYNDIG1L	SYNDIG1	1	27	27
SYNDIG1L	PRRT1	1	27	27
SYNDIG1	PRRT1	1	27	27
CRYGC	CRYBA2	1	17	17
OR8B4	OR6C3	1	17	17
OR8D4	OR8U1	1	17	17
OR8D4	OR6C70	1	17	17
OR8D4	OR11G2	1	17	17
OR8D4	OR5H14	1	17	17
OR8D4	OR5H15	1	17	17
OR8D4	OR5K3	1	17	17
OR8D4	OR5K4	1	17	17
OR8D4	OR6C65	1	17	17
OR8D4	OR6C68	1	17	17
SCRN2	SCRN3	1	57	57
ATP1B1	ATP1B3	1	15	15
SYNGR3	SYNGR4	1	13	13
SYNGR3	synaptogyrin-2 isoform X1	1	13	13
SYNGR1	SYNGR4	1	13	13
SYNGR1	synaptogyrin-2 isoform X1	1	13	13
CLEC2L	CLEC2B	1	29	29
GOLPH3L	GOLPH3	1	15	15
ATP4B	ATP1B4	1	15	15
ATP4B	ATP1B2	1	15	15
OR8G5	OR6F1	1	17	17
SCRN1	SCRN3	1	57	57
TLCD1	TLCD2	1	44	44
SYNGR2	SYNGR3	1	13	13
SYNGR2	SYNGR1	1	13	13
SYNGR2	SYNGR4	1	13	13
SYNGR2	synaptogyrin-2 isoform X1	1	13	13
SYNGR3	SYNGR1	1	13	13
OR8B4	OR2J2	1	17	17
OR8B4	OR2B2	1	17	17
OR8U1	OR6C2	1	17	17
CRYBB1	CRYGD	1	17	17
CRYBB1	CRYGA	1	17	17
CRYBB1	CRYGS	1	17	17
CRYBB1	CRYGC	1	17	17
OR8U1	OR10C1	1	17	17
OR8U1	OR2W1	1	17	17
OR8U1	OR2J2	1	17	17
OR8U1	OR2B2	1	17	17
OR8U1	OR6C3	1	17	17
CRYBB1	CRYGB	1	17	17
OR8U1	OR5AC2	1	17	17
OR8U1	OR2C3	1	17	17
OR8U1	OR5F1	1	17	17
OR8U1	OR5I1	1	17	17
OR8U1	OR2H2	1	17	17
OR8U1	OR2A5	1	17	17
OR8U1	OR2C1	1	17	17
OR8U1	OR3A3	1	17	17
OR8U1	OR8B8	1	17	17
OR8U1	OR8B3	1	17	17
OR8U1	putative olfactory receptor 8G2	1	17	17
OR8U1	OR6C4	1	17	17
OR8U1	OR6C75	1	17	17
OR8U1	OR6C70	1	17	17
OR8U1	OR11G2	1	17	17
OR8U1	OR5H14	1	17	17
OR8U1	OR5H15	1	17	17
OR8U1	OR5K3	1	17	17
OR8U1	OR5K4	1	17	17
OR8U1	OR11A1	1	17	17
OR8U1	OR8B2	1	17	17
OR8U1	OR5H6	1	17	17
OR8U1	OR2A2	1	17	17
OR8U1	OR5H2	1	17	17
OR8U1	OR6C74	1	17	17
OR8U1	OR5J2	1	17	17
OR8U1	OR6C6	1	17	17
CRYBB1	CRYBB3	1	17	17
CRYBB1	CRYBA1	1	17	17
OR2J3	OR6C74	1	17	17
OR2J3	OR5H14	1	17	17
OR2J3	OR5H15	1	17	17
OR2J3	OR5K3	1	17	17
OR2J3	OR5K4	1	17	17
OR2J3	OR6C65	1	17	17
OR2J3	OR6C68	1	17	17
OR2J3	OR2G6	1	17	17
OR2J3	OR8U8	1	17	17
OR2J3	OR5H2	1	17	17
CRYGN	CRYGA	1	17	17
OR2J3	OR5J2	1	17	17
OR2J3	OR6C6	1	17	17
OR2J3	OR6C4	1	17	17
OR2J3	OR6C75	1	17	17
OR2J3	OR6C70	1	17	17
OR2J3	OR11G2	1	17	17
OR2J3	OR6F1	1	17	17
OR2J3	OR6M1	1	17	17
OR2J3	OR6K3	1	17	17
CRYBA4	CRYGS	1	17	17
CRYBA4	CRYBB1	1	17	17
CRYBA4	CRYBB3	1	17	17
CRYBA4	CRYBA1	1	17	17
CRYBA4	CRYGB	1	17	17
CRYBB1	CRYBA2	1	17	17
CRYGN	CRYGC	1	17	17
CRYGN	CRYBA2	1	17	17
CRYBA4	CRYGD	1	17	17
CRYBA4	CRYGA	1	17	17
OR8U1	OR2AP1	1	17	17
CRYBA4	CRYGC	1	17	17
CRYBA4	CRYBA2	1	17	17
CRYGN	CRYGS	1	17	17
CRYGN	CRYBA4	1	17	17
CRYGN	CRYBB1	1	17	17
CRYGN	CRYBB3	1	17	17
CRYGN	CRYBA1	1	17	17
CRYGN	CRYGB	1	17	17
CRYGN	CRYGD	1	17	17
OR8G5	OR11G2	1	17	17
OR8G5	OR6C65	1	17	17
OR8G5	OR6C68	1	17	17
OR8G5	OR2G6	1	17	17
OR8G5	OR8U8	1	17	17
OR8G5	OR8U9	1	17	17
OR8G5	OR6P1	1	17	17
OR8G5	OR6C4	1	17	17
OR8G5	OR6C75	1	17	17
OR8G5	OR6C70	1	17	17
OR8G5	OR5K4	1	17	17
OR8G5	OR5H14	1	17	17
OR8G5	OR5H15	1	17	17
OR8G5	OR5AC2	1	17	17
OR8G5	OR2C3	1	17	17
OR8G5	OR8B8	1	17	17
OR8G5	OR11A1	1	17	17
OR8G5	OR10C1	1	17	17
OR8G5	OR2W1	1	17	17
OR8G5	OR2J2	1	17	17
OR8G5	OR3A3	1	17	17
OR8G5	OR6M1	1	17	17
OR8G5	OR8U1	1	17	17
OR8G5	OR3A2	1	17	17
OR8G5	OR6A2	1	17	17
OR8G5	OR5F1	1	17	17
OR8G5	OR5I1	1	17	17
OR8G5	OR2H2	1	17	17
OR8G5	OR2A5	1	17	17
OR8G5	OR2C1	1	17	17
OR8G5	OR2B2	1	17	17
OR8G5	OR2AP1	1	17	17
OR8G5	putative olfactory receptor 8G2	1	17	17
OR8G5	OR2H1	1	17	17
OR8G5	OR5AL1	1	17	17
OR8G5	OR6J1	1	17	17
OR8G5	OR10J4	1	17	17
OR8G5	OR2J1	1	17	17
OR8G5	OR3A1	1	17	17
OR8G5	OR5K3	1	17	17
OR8U1	OR2J1	1	17	17
OR8U1	OR2J3	1	17	17
OR8U1	OR5B21	1	17	17
OR8U1	OR6N2	1	17	17
OR8U1	OR6K2	1	17	17
OR8U1	OR6B1	1	17	17
OR8U1	OR2H1	1	17	17
OR8U1	OR5AL1	1	17	17
OR8U1	OR6J1	1	17	17
OR8U1	OR10J4	1	17	17
OR8U1	OR5H1	1	17	17
OR8U1	OR3A1	1	17	17
OR8U1	OR3A2	1	17	17
OR8U1	OR6A2	1	17	17
OR8U1	OR6C65	1	17	17
OR8U1	OR6C68	1	17	17
OR8U1	OR2G6	1	17	17
OR8U1	OR8U8	1	17	17
OR8U1	OR8U9	1	17	17
OR8U1	OR6P1	1	17	17
CRYBB3	CRYBA2	1	17	17
OR8G5	OR6C3	1	17	17
OR8G5	OR6C2	1	17	17
CRYBA1	CRYGA	1	17	17
CRYBA1	CRYGS	1	17	17
CRYBA1	CRYGC	1	17	17
CRYBA1	CRYBA2	1	17	17
CRYBA1	CRYGB	1	17	17
CRYBA1	CRYGD	1	17	17
CRYBB3	CRYGC	1	17	17
ANKRD36C	ANKRD36	1	20	20
CRYBB3	CRYBA1	1	17	17
CRYBB3	CRYGB	1	17	17
CRYBB3	CRYGD	1	17	17
CRYBB3	CRYGA	1	17	17
CRYBB3	CRYGS	1	17	17
OR8U1	OR9G4	1	17	17
OR8U1	OR6F1	1	17	17
OR8U1	OR6M1	1	17	17
OR8U1	OR6K3	1	17	17
OR5K2	OR8B3	1	17	17
OR5K2	OR5J2	1	17	17
OR5K2	OR6C6	1	17	17
OR5K2	OR6C4	1	17	17
OR5K2	OR6C75	1	17	17
OR5K2	OR6B1	1	17	17
OR5K2	OR9G4	1	17	17
OR5K2	OR6F1	1	17	17
OR5K2	OR6M1	1	17	17
OR5K2	OR6K3	1	17	17
OR5K2	OR5H1	1	17	17
OR5K2	OR6C74	1	17	17
OR5K2	OR8B2	1	17	17
OR5K2	OR8B4	1	17	17
OR5K2	OR8D4	1	17	17
OR5K2	OR8G5	1	17	17
OR5K2	OR8U1	1	17	17
OR5K2	OR2J3	1	17	17
OR5K2	OR5B21	1	17	17
OR5K2	OR6N2	1	17	17
OR5K2	OR6K2	1	17	17
ART5	FAM13B	1	17	17
IGLL5	IGLL1	1	24	24
ART1	FAM13B	1	17	17
SLC25A53	SLC25A52	1	23	23
SLC25A53	SLC25A51	1	23	23
SLC25A52	SLC25A51	1	23	23
PARD6A	PARD6G	1	15	15
ART1	SCML4	1	17	17
ART1	ZBTB40	1	17	17
ART5	ZBTB40	1	17	17
OR5K2	OR6C1	1	17	17
OR5K2	OR8U3	1	17	17
OR5K2	OR5T1	1	17	17
OR5K2	OR5T3	1	17	17
ART5	ART4	1	17	17
ART5	ART1	1	17	17
ART5	SCML4	1	17	17
OR5K2	OR5H6	1	17	17
OR5K2	OR2A2	1	17	17
OR5K2	OR5H2	1	17	17
OR5K2	OR2H1	1	17	17
OR5K2	OR6A2	1	17	17
OR5K2	OR5F1	1	17	17
OR5K2	OR5I1	1	17	17
OR5K2	OR2G6	1	17	17
OR5K2	OR8U8	1	17	17
OR5K2	OR8U9	1	17	17
OR5K2	OR6P1	1	17	17
OR5K2	OR2AP1	1	17	17
OR5K2	putative olfactory receptor 8G2	1	17	17
OR5K2	OR3A2	1	17	17
OR5K2	OR5AL1	1	17	17
OR5K2	OR6C70	1	17	17
OR5K2	OR11G2	1	17	17
OR5K2	OR5H14	1	17	17
OR5K2	OR5H15	1	17	17
OR5K2	OR5K3	1	17	17
OR5K2	OR5K4	1	17	17
OR5K2	OR6C65	1	17	17
OR5K2	OR6C68	1	17	17
OR5K2	OR2C1	1	17	17
OR5K2	OR6C76	1	17	17
OR5K2	OR6K6	1	17	17
OR5K2	OR6Q1	1	17	17
OR5K2	OR6X1	1	17	17
OR5K2	OR6Y1	1	17	17
OR5K2	OR8A1	1	17	17
OR5K2	OR8B12	1	17	17
OR5K2	OR2H2	1	17	17
OR5K2	OR2A5	1	17	17
PARD6G	PARD6B	1	15	15
OR5K2	OR3A3	1	17	17
OR5K2	OR8B8	1	17	17
OR5K2	OR11A1	1	17	17
OR5K2	OR10C1	1	17	17
OR5K2	OR2W1	1	17	17
OR5K2	OR6J1	1	17	17
OR5K2	OR10J4	1	17	17
OR5K2	OR2J1	1	17	17
OR5K2	OR3A1	1	17	17
OR5K1	OR11G2	1	17	17
OR5K1	OR2G6	1	17	17
OR5K1	OR8U8	1	17	17
OR5K1	OR8U9	1	17	17
OR5K1	OR6P1	1	17	17
OR5K1	OR2AP1	1	17	17
OR5K1	OR6C6	1	17	17
OR5K1	OR6C4	1	17	17
OR5K1	OR6C75	1	17	17
OR5K1	OR6C70	1	17	17
OR5K1	OR6C68	1	17	17
OR5K1	OR5H14	1	17	17
OR5K1	OR5H15	1	17	17
OR5K1	OR5K3	1	17	17
OR5K1	OR5H1	1	17	17
OR5K1	OR8B3	1	17	17
OR5K1	OR8B2	1	17	17
OR5K1	OR5H6	1	17	17
OR5K1	OR2A2	1	17	17
OR5K1	OR5H2	1	17	17
OR5K1	OR5T1	1	17	17
OR5K1	OR6Y1	1	17	17
OR5K1	OR8A1	1	17	17
OR5K1	OR8B12	1	17	17
OR5K1	OR8B4	1	17	17
OR5K1	OR8D4	1	17	17
OR5K1	OR8G5	1	17	17
OR5K1	OR8U1	1	17	17
OR5K1	OR2J3	1	17	17
OR5K1	OR8U3	1	17	17
OR5K1	OR6C74	1	17	17
OR5K1	OR5T3	1	17	17
OR5K1	OR6C1	1	17	17
OR5K1	OR6C76	1	17	17
OR5K1	OR6K6	1	17	17
OR5K1	OR6Q1	1	17	17
OR5K1	OR6X1	1	17	17
OR5K1	OR5K2	1	17	17
OR5K1	OR5K4	1	17	17
OR5K1	OR6C65	1	17	17
OR5K1	OR6J1	1	17	17
OR5K1	OR5I1	1	17	17
OR5K1	OR2H2	1	17	17
OR5K1	OR2A5	1	17	17
OR5K1	OR2C1	1	17	17
OR5K1	OR3A3	1	17	17
OR5K1	OR8B8	1	17	17
OR5K1	putative olfactory receptor 8G2	1	17	17
OR5K1	OR2H1	1	17	17
OR5K1	OR5AL1	1	17	17
OR5K1	OR5F1	1	17	17
OR5K1	OR10J4	1	17	17
OR5K1	OR2J1	1	17	17
OR5K1	OR3A1	1	17	17
OR5K1	OR3A2	1	17	17
ART4	ART1	1	17	17
ART4	SCML4	1	17	17
ART4	ZBTB40	1	17	17
ART4	FAM13B	1	17	17
PARD6A	PARD6B	1	15	15
OR5K1	OR2C3	1	17	17
OR5K1	OR5J2	1	17	17
OR5K1	OR5B21	1	17	17
OR5K1	OR6N2	1	17	17
OR5K1	OR6K2	1	17	17
OR5K1	OR6B1	1	17	17
OR5K1	OR9G4	1	17	17
OR5K1	OR6F1	1	17	17
OR5K1	OR6M1	1	17	17
OR5K1	OR6K3	1	17	17
RSPO2	RSPO3	1	22	22
OR5K1	OR11A1	1	17	17
OR5K1	OR10C1	1	17	17
OR5K1	OR2W1	1	17	17
OR5K1	OR2J2	1	17	17
OR5K1	OR2B2	1	17	17
OR5K1	OR6C3	1	17	17
OR5K1	OR6C2	1	17	17
OR5K1	OR5AC2	1	17	17
OR5K1	OR6A2	1	17	17
OR8U3	OR3A1	1	17	17
LYZL6	SPACA5	1	37	37
LYZL4	SPACA3	1	37	37
LYZL4	LALBA	1	37	37
LYZL4	LYZL1	1	37	37
LYZL4	LYZL2	1	37	37
